roll_no,full_name,department_code,course_codes,needs_accessible_seat,email,date_of_birth
BMG24074,Diego Chandra,BMG,BMG-201;BMG-202;BMG-204,no,diego.chandra74@example.com,2005-07-27
BMG24075,Sakura Kumar,BMG,BMG-201;BMG-202;BMG-203,no,sakura.kumar75@example.com,2005-12-19
BMG24076,Joao Sen,BMG,BMG-201;BMG-202;BMG-203,no,joao.sen76@example.com,2003-08-30
BMG24077,Alejandro Kamau,BMG,BMG-201;BMG-202;BMG-203,no,alejandro.kamau77@example.com,2004-04-16
BMG25001,Jasmine Hansen,BMG,BMG-101;BMG-102;BMG-103,no,jasmine.hansen1@example.com,2006-05-14
BMG25002,Sofia Costa,BMG,BMG-101;BMG-102;BMG-103,no,sofia.costa2@example.com,2006-06-17
BMG25003,Paulo Reyes,BMG,BMG-101;BMG-102;BMG-103,no,paulo.reyes3@example.com,2004-08-14
BMG25004,Adele Verma,BMG,BMG-101;BMG-102;BMG-103,no,adele.verma4@example.com,2004-03-31
BMG25005,Julia Iyer,BMG,BMG-101;BMG-102;BMG-103,no,julia.iyer5@example.com,2005-09-29
BMG25006,Fatima Wagner,BMG,BMG-101;BMG-102;BMG-103,no,fatima.wagner6@example.com,2005-04-01
BMG25007,Victor Mahmoud,BMG,BMG-101;BMG-102;BMG-103,no,victor.mahmoud7@example.com,2006-01-26
BMG25008,Dara Mehta,BMG,BMG-101;BMG-102;BMG-103,no,dara.mehta8@example.com,2004-04-26
BMG25009,Naveen Petrov,BMG,BMG-101;BMG-102;BMG-103,no,naveen.petrov9@example.com,2004-05-25
BMG25010,Rosa Walsh,BMG,BMG-101;BMG-102;BMG-103,no,rosa.walsh10@example.com,2004-01-25
BMG25012,Ishaan Nair,BMG,BMG-101;BMG-102;BMG-103,no,ishaan.nair12@example.com,2006-06-26
BMG25013,Hana Mensah,BMG,BMG-101;BMG-102;BMG-103,no,hana.mensah13@example.com,2004-01-19
BMG25014,Amara Kaur,BMG,BMG-101;BMG-102;BMG-103,no,amara.kaur14@example.com,2004-09-30
BMG25015,Imani Bauer,BMG,BMG-101;BMG-102;BMG-103,no,imani.bauer15@example.com,2005-07-11
BMG25016,Imani Sen,BMG,BMG-101;BMG-102;BMG-103,no,imani.sen16@example.com,2005-12-14
BMG25017,Zoe Singh,BMG,BMG-101;BMG-102;BMG-103,no,zoe.singh17@example.com,2004-08-21
BMG25018,Mira Costa,BMG,BMG-101;BMG-102;BMG-103,no,mira.costa18@example.com,2005-10-05
BMG25019,Omar Fischer,BMG,BMG-101;BMG-102;BMG-103,no,omar.fischer19@example.com,2006-07-14
BMG25020,Dara Tanaka,BMG,BMG-101;BMG-102;BMG-103,no,dara.tanaka20@example.com,2006-12-10
BMG25021,Tessa Bauer,BMG,BMG-101;BMG-102;BMG-103,no,tessa.bauer21@example.com,2004-06-28
BMG25022,Joao Zhang,BMG,BMG-101;BMG-102;BMG-103,no,joao.zhang22@example.com,2004-08-16
BMG25023,Paulo Patel,BMG,BMG-101;BMG-102;BMG-103,no,paulo.patel23@example.com,2005-03-25
BMG25024,Rania Kowalski,BMG,BMG-101;BMG-102;BMG-103,no,rania.kowalski24@example.com,2004-01-06
BMG25025,Farah Wagner,BMG,BMG-101;BMG-102;BMG-103,no,farah.wagner25@example.com,2005-04-10
BMG25026,Abena Wang,BMG,BMG-101;BMG-102;BMG-103,no,abena.wang26@example.com,2005-05-29
BMG25027,Andrei Alvarez,BMG,BMG-101;BMG-102;BMG-103,no,andrei.alvarez27@example.com,2006-01-14
BMG25028,Tariq Haddad,BMG,BMG-101;BMG-102;BMG-103,no,tariq.haddad28@example.com,2006-11-06
BMG25029,Gabriel Dimitrov,BMG,BMG-101;BMG-102;BMG-103,no,gabriel.dimitrov29@example.com,2004-09-06
BMG25030,Imani Farouk,BMG,BMG-101;BMG-102;BMG-103,no,imani.farouk30@example.com,2006-01-22
BMG25031,Aarav Adeyemi,BMG,BMG-101;BMG-102;BMG-103,no,aarav.adeyemi31@example.com,2005-03-04
BMG25032,Yusuf Dimitrov,BMG,BMG-101;BMG-102;BMG-103,no,yusuf.dimitrov32@example.com,2006-03-21
BMG25033,Adele Farouk,BMG,BMG-101;BMG-102;BMG-103,no,adele.farouk33@example.com,2004-02-12
BMG25034,Amara Hoang,BMG,BMG-101;BMG-102;BMG-103,no,amara.hoang34@example.com,2005-12-11
BMG25035,Abena Mehta,BMG,BMG-101;BMG-102;BMG-103,no,abena.mehta35@example.com,2006-10-12
BMG25036,Anika Chowdhury,BMG,BMG-101;BMG-102;BMG-103,no,anika.chowdhury36@example.com,2006-09-09
BMG25037,Camila Kim,BMG,BMG-101;BMG-102;BMG-103,no,camila.kim37@example.com,2006-09-28
BMG25038,Uma Dimitrov,BMG,BMG-101;BMG-102;BMG-103,no,uma.dimitrov38@example.com,2005-10-31
BMG25039,Zara Alvarez,BMG,BMG-101;BMG-102;BMG-103,no,zara.alvarez39@example.com,2006-07-28
BMG25040,Nadia Nakamura,BMG,BMG-101;BMG-102;BMG-103,no,nadia.nakamura40@example.com,2005-06-20
BMG25041,Chloe Yilmaz,BMG,BMG-101;BMG-102;BMG-103,no,chloe.yilmaz41@example.com,2006-08-29
BMG25042,Arjun Petrov,BMG,BMG-101;BMG-102;BMG-103,no,arjun.petrov42@example.com,2005-03-16
BMG25043,Wei Mensah,BMG,BMG-101;BMG-102;BMG-103,no,wei.mensah43@example.com,2006-07-17
BMG25044,Caleb Reyes,BMG,BMG-101;BMG-102;BMG-103,no,caleb.reyes44@example.com,2005-04-25
BMG25045,Nia Larsen,BMG,BMG-101;BMG-102;BMG-103,no,nia.larsen45@example.com,2006-05-30
BMG25046,Chloe Sokolov,BMG,BMG-101;BMG-102;BMG-103,no,chloe.sokolov46@example.com,2006-03-23
BMG25047,Kavya Kowalski,BMG,BMG-101;BMG-102;BMG-103,no,kavya.kowalski47@example.com,2006-08-22
BMG25048,Omar Tanaka,BMG,BMG-101;BMG-102;BMG-103,no,omar.tanaka48@example.com,2004-01-08
BMG25049,Sakura Mwangi,BMG,BMG-101;BMG-102;BMG-103,no,sakura.mwangi49@example.com,2005-01-30
BMG25050,Astrid Alvarez,BMG,BMG-101;BMG-102;BMG-103,no,astrid.alvarez50@example.com,2006-07-07
BMG25051,Oscar Yilmaz,BMG,BMG-101;BMG-102;BMG-103,no,oscar.yilmaz51@example.com,2005-08-01
BMG25052,Abena Novak,BMG,BMG-101;BMG-102;BMG-103,no,abena.novak52@example.com,2005-05-22
BMG25053,Victor Eriksen,BMG,BMG-101;BMG-102;BMG-103,no,victor.eriksen53@example.com,2005-08-27
BMG25054,Sara Zhou,BMG,BMG-101;BMG-102;BMG-103,no,sara.zhou54@example.com,2004-10-16
BMG25055,Lina Dimitrov,BMG,BMG-101;BMG-102;BMG-103,no,lina.dimitrov55@example.com,2005-10-13
BMG25056,Farah Kaur,BMG,BMG-101;BMG-102;BMG-103,no,farah.kaur56@example.com,2005-08-01
BMG25057,Ibrahim Rossi,BMG,BMG-101;BMG-102;BMG-103,no,ibrahim.rossi57@example.com,2005-06-24
HCA24001,Yusuf Wagner,HCA,HCA-201;HCA-202;HCA-204,no,yusuf.wagner1@example.com,2003-07-29
HCA24002,Dara Adeyemi,HCA,HCA-201;HCA-202;HCA-204,no,dara.adeyemi2@example.com,2003-01-20
HCA24003,Ishaan Gallagher,HCA,HCA-201;HCA-202;HCA-204,no,ishaan.gallagher3@example.com,2004-03-10
HCA24004,Ahmed Lambert,HCA,HCA-201;HCA-202;HCA-203,no,ahmed.lambert4@example.com,2004-05-24
HCA24005,Divya Petrov,HCA,HCA-201;HCA-202;HCA-203,no,divya.petrov5@example.com,2005-03-02
HCA24006,Felix Rossi,HCA,HCA-201;HCA-202;HCA-204,no,felix.rossi6@example.com,2005-10-18
HCA24007,Divya Bauer,HCA,HCA-201;HCA-202;HCA-204,no,divya.bauer7@example.com,2004-09-26
HCA24008,Imani Rossi,HCA,HCA-201;HCA-202;HCA-203,no,imani.rossi8@example.com,2003-03-27
HCA24009,Liam Chandra,HCA,HCA-201;HCA-202;HCA-204,no,liam.chandra9@example.com,2003-08-29
HCA24010,Astrid Lambert,HCA,HCA-201;HCA-202;HCA-203,no,astrid.lambert10@example.com,2005-05-19
HCA24011,Aiko Moreau,HCA,HCA-201;HCA-202;HCA-204,no,aiko.moreau11@example.com,2005-07-28
HCA24013,Gabriel Moreau,HCA,HCA-201;HCA-202;HCA-204,no,gabriel.moreau13@example.com,2003-12-09
HCA24014,Jasmine Fonseca,HCA,HCA-201;HCA-202;HCA-203,no,jasmine.fonseca14@example.com,2005-10-21
HCA24015,Aarav Hansen,HCA,HCA-201;HCA-202;HCA-204,no,aarav.hansen15@example.com,2004-05-02
HCA24016,Amara Lambert,HCA,HCA-201;HCA-202;HCA-204,no,amara.lambert16@example.com,2004-11-27
HCA24017,Irene Eriksen,HCA,HCA-201;HCA-202;HCA-203,no,irene.eriksen17@example.com,2005-03-03
HCA24018,Paulo Gallagher,HCA,HCA-201;HCA-202;HCA-204,no,paulo.gallagher18@example.com,2003-12-17
HCA24019,Elena Mensah,HCA,HCA-201;HCA-202;HCA-203,no,elena.mensah19@example.com,2005-10-16
HCA24020,Julia Oliveira,HCA,HCA-201;HCA-202;HCA-203,no,julia.oliveira20@example.com,2004-09-06
HCA24021,Leila Lopez,HCA,HCA-201;HCA-202;HCA-203,no,leila.lopez21@example.com,2004-05-13
HCA24022,Sebastian Singh,HCA,HCA-201;HCA-202;HCA-204,no,sebastian.singh22@example.com,2003-11-15
HCA24023,Andrei Adeyemi,HCA,HCA-201;HCA-202;HCA-203,no,andrei.adeyemi23@example.com,2005-03-29
HCA24024,Paulo Rossi,HCA,HCA-201;HCA-202;HCA-204,no,paulo.rossi24@example.com,2005-06-26
HCA24025,Hana Hansen,HCA,HCA-201;HCA-202;HCA-203,no,hana.hansen25@example.com,2005-11-15
HCA24026,Zara Adeyemi,HCA,HCA-201;HCA-202;HCA-203,no,zara.adeyemi26@example.com,2004-03-16
HCA24027,Wei Fonseca,HCA,HCA-201;HCA-202;HCA-203,no,wei.fonseca27@example.com,2003-03-17
HCA24028,Uma Sato,HCA,HCA-201;HCA-202;HCA-204,no,uma.sato28@example.com,2004-04-14
HCA24029,Irene Chandra,HCA,HCA-201;HCA-202;HCA-204,no,irene.chandra29@example.com,2003-09-18
HCA24030,Felix Schmidt,HCA,HCA-201;HCA-202;HCA-204,no,felix.schmidt30@example.com,2004-12-30
HCA24031,Rania Reyes,HCA,HCA-201;HCA-202;HCA-203,no,rania.reyes31@example.com,2005-01-12
HCA24032,Leila Mensah,HCA,HCA-201;HCA-202;HCA-203,no,leila.mensah32@example.com,2005-11-29
HCA24033,Emeka Iyer,HCA,HCA-201;HCA-202;HCA-204,no,emeka.iyer33@example.com,2004-11-12
HCA24034,Gabriel Eriksen,HCA,HCA-201;HCA-202;HCA-203,no,gabriel.eriksen34@example.com,2005-05-06
HCA24035,Sipho Okafor,HCA,HCA-201;HCA-202;HCA-203,no,sipho.okafor35@example.com,2003-01-26
HCA24036,Diego Jansen,HCA,HCA-201;HCA-202;HCA-203,no,diego.jansen36@example.com,2004-01-05
HCA24037,Mateo Marino,HCA,HCA-201;HCA-202;HCA-204,no,mateo.marino37@example.com,2005-08-07
HCA24038,Bianca Nakamura,HCA,HCA-201;HCA-202;HCA-203,no,bianca.nakamura38@example.com,2003-09-23
HCA24039,Yusuf Dubois,HCA,HCA-201;HCA-202;HCA-203,no,yusuf.dubois39@example.com,2003-01-06
HCA24040,Leila Farouk,HCA,HCA-201;HCA-202;HCA-204,no,leila.farouk40@example.com,2004-09-26
HCA24041,Hannah Farouk,HCA,HCA-201;HCA-202;HCA-204,no,hannah.farouk41@example.com,2004-12-09
HCA24042,Aiko Patel,HCA,HCA-201;HCA-202;HCA-203,no,aiko.patel42@example.com,2005-03-18
HCA24043,Javier Silva,HCA,HCA-201;HCA-202;HCA-203,no,javier.silva43@example.com,2004-04-19
HCA24044,Irene Alvarez,HCA,HCA-201;HCA-202;HCA-203,no,irene.alvarez44@example.com,2004-01-04
HCA24045,Arjun Rao,HCA,HCA-201;HCA-202;HCA-203,no,arjun.rao45@example.com,2005-11-13
HCA24047,Rosa Tran,HCA,HCA-201;HCA-202;HCA-204,no,rosa.tran47@example.com,2003-11-08
HCA24048,Lucia Kowalski,HCA,HCA-201;HCA-202;HCA-203,no,lucia.kowalski48@example.com,2005-12-07
HCA24049,Hiro Mwangi,HCA,HCA-201;HCA-202;HCA-203,no,hiro.mwangi49@example.com,2005-01-12
HCA24050,Adele Walsh,HCA,HCA-201;HCA-202;HCA-204,no,adele.walsh50@example.com,2004-06-04
HCA24051,Emma Lambert,HCA,HCA-201;HCA-202;HCA-203,no,emma.lambert51@example.com,2004-10-16
HCA24052,Caleb Eriksen,HCA,HCA-201;HCA-202;HCA-203,no,caleb.eriksen52@example.com,2005-09-05
HCA24053,Lara Hoang,HCA,HCA-201;HCA-202;HCA-203,no,lara.hoang53@example.com,2005-12-27
HCA24054,Jae Lambert,HCA,HCA-201;HCA-202;HCA-203,no,jae.lambert54@example.com,2003-07-18
HCA24055,Farah Suzuki,HCA,HCA-201;HCA-202;HCA-204,no,farah.suzuki55@example.com,2004-08-27
HCA24056,Chen Verma,HCA,HCA-201;HCA-202;HCA-204,no,chen.verma56@example.com,2003-08-09
HCA24057,Astrid Reyes,HCA,HCA-201;HCA-202;HCA-203,no,astrid.reyes57@example.com,2004-11-13
HCA24058,Nadia Nair,HCA,HCA-201;HCA-202;HCA-204,no,nadia.nair58@example.com,2005-12-26
HCA24059,Sara Jansen,HCA,HCA-201;HCA-202;HCA-204,no,sara.jansen59@example.com,2004-09-14
HCA24060,Emeka Wang,HCA,HCA-201;HCA-202;HCA-203,no,emeka.wang60@example.com,2004-03-17
HCA24061,Abena Kaur,HCA,HCA-201;HCA-202;HCA-204,no,abena.kaur61@example.com,2004-07-26
HCA24062,Hannah Banerjee,HCA,HCA-201;HCA-202;HCA-203,no,hannah.banerjee62@example.com,2004-10-05
HCA24063,Lara Kumar,HCA,HCA-201;HCA-202;HCA-204,no,lara.kumar63@example.com,2005-07-27
HCA24064,Julia Petrov,HCA,HCA-201;HCA-202;HCA-204,no,julia.petrov64@example.com,2004-12-27
HCA24065,Rosa Yilmaz,HCA,HCA-201;HCA-202;HCA-203,no,rosa.yilmaz65@example.com,2003-05-09
HCA24066,Lucia Marino,HCA,HCA-201;HCA-202;HCA-203,no,lucia.marino66@example.com,2005-04-22
HCA24067,Bianca Mahmoud,HCA,HCA-201;HCA-202;HCA-203,no,bianca.mahmoud67@example.com,2003-02-05
HCA24068,Tessa Okafor,HCA,HCA-201;HCA-202;HCA-203,no,tessa.okafor68@example.com,2003-06-01
HCA24069,Oscar Schmidt,HCA,HCA-201;HCA-202;HCA-203,no,oscar.schmidt69@example.com,2003-08-04
HCA24070,Andrei Marino,HCA,HCA-201;HCA-202;HCA-203,no,andrei.marino70@example.com,2004-06-22
HCA24072,Diego Fonseca,HCA,HCA-201;HCA-202;HCA-203,no,diego.fonseca72@example.com,2004-01-20
HCA24073,Chloe Patel,HCA,HCA-201;HCA-202;HCA-203,no,chloe.patel73@example.com,2004-01-25
HCA24075,Hana Nair,HCA,HCA-201;HCA-202;HCA-203,no,hana.nair75@example.com,2003-04-08
HCA24076,Ahmed Iyer,HCA,HCA-201;HCA-202;HCA-204,no,ahmed.iyer76@example.com,2004-07-10
HCA24077,Noah Rossi,HCA,HCA-201;HCA-202;HCA-204,no,noah.rossi77@example.com,2003-07-18
HCA25001,Sipho Zhou,HCA,HCA-101;HCA-102;HCA-103,no,sipho.zhou1@example.com,2004-09-21
HCA25002,Aarav Torres,HCA,HCA-101;HCA-102;HCA-103,no,aarav.torres2@example.com,2005-07-05
HCA25003,Sipho Reyes,HCA,HCA-101;HCA-102;HCA-103,no,sipho.reyes3@example.com,2004-02-29
HCA25004,Jasmine Zhou,HCA,HCA-101;HCA-102;HCA-103,no,jasmine.zhou4@example.com,2006-02-06
HCA25005,Aarav Mehta,HCA,HCA-101;HCA-102;HCA-103,no,aarav.mehta5@example.com,2005-08-05
HCA25006,Rahul Kumar,HCA,HCA-101;HCA-102;HCA-103,no,rahul.kumar6@example.com,2005-04-27
HCA25007,Lina Sen,HCA,HCA-101;HCA-102;HCA-103,no,lina.sen7@example.com,2005-04-30
HCA25008,Nora Novak,HCA,HCA-101;HCA-102;HCA-103,no,nora.novak8@example.com,2005-06-22
HCA25009,Sakura Suzuki,HCA,HCA-101;HCA-102;HCA-103,no,sakura.suzuki9@example.com,2004-07-19
HCA25010,David Castillo,HCA,HCA-101;HCA-102;HCA-103,no,david.castillo10@example.com,2006-05-10
HCA25011,Yusuf Pereira,HCA,HCA-101;HCA-102;HCA-103,no,yusuf.pereira11@example.com,2005-01-14
HCA25012,Mira Alvarez,HCA,HCA-101;HCA-102;HCA-103,no,mira.alvarez12@example.com,2004-11-08
HCA25013,Mateo Adeyemi,HCA,HCA-101;HCA-102;HCA-103,no,mateo.adeyemi13@example.com,2006-10-11
HCA25014,Hannah Novak,HCA,HCA-101;HCA-102;HCA-103,no,hannah.novak14@example.com,2004-08-12
HCA25015,Lucia Singh,HCA,HCA-101;HCA-102;HCA-103,no,lucia.singh15@example.com,2006-11-24
HCA25016,Oscar Castillo,HCA,HCA-101;HCA-102;HCA-103,no,oscar.castillo16@example.com,2005-05-19
HCA25017,Bianca Pereira,HCA,HCA-101;HCA-102;HCA-103,no,bianca.pereira17@example.com,2004-07-16
HCA25018,Bianca Tanaka,HCA,HCA-101;HCA-102;HCA-103,no,bianca.tanaka18@example.com,2005-12-31
HCA25019,Nadia Zhang,HCA,HCA-101;HCA-102;HCA-103,no,nadia.zhang19@example.com,2004-04-04
HCA25020,Oscar Kaur,HCA,HCA-101;HCA-102;HCA-103,no,oscar.kaur20@example.com,2004-08-16
HCA25021,Omar Barros,HCA,HCA-101;HCA-102;HCA-103,no,omar.barros21@example.com,2005-01-09
HCA25022,Mohammed Hansen,HCA,HCA-101;HCA-102;HCA-103,no,mohammed.hansen22@example.com,2004-07-04
HCA25023,Chen Kaur,HCA,HCA-101;HCA-102;HCA-103,no,chen.kaur23@example.com,2004-07-16
HCA25024,Arjun Verma,HCA,HCA-101;HCA-102;HCA-103,no,arjun.verma24@example.com,2006-06-01
HCA25025,Liam Fischer,HCA,HCA-101;HCA-102;HCA-103,no,liam.fischer25@example.com,2004-02-12
HCA25026,Ananya Ibrahim,HCA,HCA-101;HCA-102;HCA-103,no,ananya.ibrahim26@example.com,2006-06-13
HCA25027,Yara Oliveira,HCA,HCA-101;HCA-102;HCA-103,no,yara.oliveira27@example.com,2004-10-05
HCA25028,Nora Quinn,HCA,HCA-101;HCA-102;HCA-103,no,nora.quinn28@example.com,2005-12-18
HCA25029,Astrid Sen,HCA,HCA-101;HCA-102;HCA-103,no,astrid.sen29@example.com,2004-06-14
HCA25030,Zara Nair,HCA,HCA-101;HCA-102;HCA-103,no,zara.nair30@example.com,2006-11-30
HCA25031,Zoe Lopez,HCA,HCA-101;HCA-102;HCA-103,no,zoe.lopez31@example.com,2006-11-28
HCA25032,Divya Castillo,HCA,HCA-101;HCA-102;HCA-103,no,divya.castillo32@example.com,2004-12-22
HCA25033,Divya Patel,HCA,HCA-101;HCA-102;HCA-103,no,divya.patel33@example.com,2004-08-20
HCA25034,Ahmed Wagner,HCA,HCA-101;HCA-102;HCA-103,no,ahmed.wagner34@example.com,2004-03-31
HCA25035,Mira Kaur,HCA,HCA-101;HCA-102;HCA-103,no,mira.kaur35@example.com,2006-04-19
HCA25036,Leila Suzuki,HCA,HCA-101;HCA-102;HCA-103,no,leila.suzuki36@example.com,2006-09-06
HCA25037,Sara Alvarez,HCA,HCA-101;HCA-102;HCA-103,no,sara.alvarez37@example.com,2005-07-21
HCA25038,Naveen Patel,HCA,HCA-101;HCA-102;HCA-103,no,naveen.patel38@example.com,2005-05-23
HCA25039,Yara Dubois,HCA,HCA-101;HCA-102;HCA-103,no,yara.dubois39@example.com,2006-04-03
HCA25040,Chen Kamau,HCA,HCA-101;HCA-102;HCA-103,no,chen.kamau40@example.com,2004-06-15
HCA25041,Rania Hansen,HCA,HCA-101;HCA-102;HCA-103,no,rania.hansen41@example.com,2004-01-27
HCA25042,Adele Wang,HCA,HCA-101;HCA-102;HCA-103,no,adele.wang42@example.com,2006-04-23
HCA25043,Ayesha Banerjee,HCA,HCA-101;HCA-102;HCA-103,no,ayesha.banerjee43@example.com,2004-09-21
HCA25044,Rhea Dimitrov,HCA,HCA-101;HCA-102;HCA-103,no,rhea.dimitrov44@example.com,2004-09-08
HCA25045,Sara Silva,HCA,HCA-101;HCA-102;HCA-103,no,sara.silva45@example.com,2006-07-13
HCA25047,Rania Sen,HCA,HCA-101;HCA-102;HCA-103,no,rania.sen47@example.com,2006-11-03
HCA25048,Rohan Marino,HCA,HCA-101;HCA-102;HCA-103,no,rohan.marino48@example.com,2006-03-20
HCA25049,Lucia Dubois,HCA,HCA-101;HCA-102;HCA-103,no,lucia.dubois49@example.com,2005-05-18
HCA25051,Wei Lambert,HCA,HCA-101;HCA-102;HCA-103,no,wei.lambert51@example.com,2004-06-26
HCA25052,Ahmed Marino,HCA,HCA-101;HCA-102;HCA-103,no,ahmed.marino52@example.com,2006-05-21
HCA25053,Elif Osei,HCA,HCA-101;HCA-102;HCA-103,no,elif.osei53@example.com,2006-06-20
HCA25054,Dara Silva,HCA,HCA-101;HCA-102;HCA-103,no,dara.silva54@example.com,2004-07-13
HCA25055,Dara Nakamura,HCA,HCA-101;HCA-102;HCA-103,no,dara.nakamura55@example.com,2006-12-08
HCA25056,Chloe Pereira,HCA,HCA-101;HCA-102;HCA-103,no,chloe.pereira56@example.com,2004-09-03
HCA25057,Hannah Varga,HCA,HCA-101;HCA-102;HCA-103,no,hannah.varga57@example.com,2006-04-30
HCA25059,Ahmed Dimitrov,HCA,HCA-101;HCA-102;HCA-103,no,ahmed.dimitrov59@example.com,2005-05-13
HCA25060,Yara Osei,HCA,HCA-101;HCA-102;HCA-103,no,yara.osei60@example.com,2006-02-14
HCA25061,Sakura Pereira,HCA,HCA-101;HCA-102;HCA-103,no,sakura.pereira61@example.com,2005-01-13
HCA25062,Farah Banerjee,HCA,HCA-101;HCA-102;HCA-103,no,farah.banerjee62@example.com,2006-09-15
HCA25063,Mateo Eriksen,HCA,HCA-101;HCA-102;HCA-103,no,mateo.eriksen63@example.com,2005-10-25
HCA25065,Camila Singh,HCA,HCA-101;HCA-102;HCA-103,no,camila.singh65@example.com,2006-07-24
